Stage,Timestamp,File Name,Prompt Tokens,Completion Tokens,Total Tokens,Cached Tokens
labeling,2025-02-28T11:04:09.458832,5f226fe96206888930e3baaf0bff70d4b0a1db40,100453,113,100566,0
labeling,2025-02-28T11:04:12.806946,5f226fe96206888930e3baaf0bff70d4b0a1db40,44054,94,44148,0
labeling,2025-02-28T11:05:00.981399,6159f86f38ec4f82453d99a01c22f1847de133c6,100189,100,100289,0
labeling,2025-02-28T11:05:10.654025,6159f86f38ec4f82453d99a01c22f1847de133c6,99923,184,100107,0
labeling,2025-02-28T11:05:12.859145,6159f86f38ec4f82453d99a01c22f1847de133c6,10358,135,10493,0
labeling,2025-02-28T11:05:31.043473,6406e378c1f49a29c836633f187c271b30b50183,48969,153,49122,0
labeling,2025-02-28T11:07:18.513580,6529fba868216a923407fb0d4e15a811a8e89ebc,99456,474,99930,0
labeling,2025-02-28T11:07:21.981854,6529fba868216a923407fb0d4e15a811a8e89ebc,9436,230,9666,0
labeling,2025-02-28T11:08:22.980432,67185fca2a09b3c46ee961b2c1ae160dab8b5231,99547,274,99821,0
labeling,2025-02-28T11:08:27.198509,67185fca2a09b3c46ee961b2c1ae160dab8b5231,38649,77,38726,0
labeling,2025-02-28T11:08:49.159182,674a255d82495ef40189645697460801193e5a2d,85756,142,85898,0
labeling,2025-02-28T11:09:40.585593,682de8e45fd9688f3452bc0e18257132a8f3cff6,99721,476,100197,0
labeling,2025-02-28T11:09:47.486565,682de8e45fd9688f3452bc0e18257132a8f3cff6,11967,404,12371,0
labeling,2025-02-28T11:12:08.314602,696ddc4c80febe0f1559ed3b1272487c74ca91cc,100066,492,100558,0
labeling,2025-02-28T11:12:13.302348,696ddc4c80febe0f1559ed3b1272487c74ca91cc,34114,253,34367,0
labeling,2025-02-28T11:12:58.372806,6d76ccb75bbf1b27ca60b8419c5343ac050cebb0,98505,311,98816,0
labeling,2025-02-28T11:13:09.509130,6d76ccb75bbf1b27ca60b8419c5343ac050cebb0,28685,462,29147,0
labeling,2025-02-28T11:13:37.019156,6e36d57320ec525da93b3ce2c7269580c746475b,100331,255,100586,0
labeling,2025-02-28T11:13:39.710480,6e36d57320ec525da93b3ce2c7269580c746475b,41544,67,41611,0
labeling,2025-02-28T11:13:54.576888,71d137454a1524843e1f49b34603438510232919,26328,57,26385,0
labeling,2025-02-28T11:14:39.897008,74c690176ce433301f4d1e808bb002a2f4dc321a,99765,437,100202,0
labeling,2025-02-28T11:14:46.516513,74c690176ce433301f4d1e808bb002a2f4dc321a,68698,158,68856,0
labeling,2025-02-28T11:29:41.003145,7792e23f8a40fb9461dbc26f417b0fb948f54f46,20155,73,20228,0
labeling,2025-02-28T11:29:43.667542,7792e23f8a40fb9461dbc26f417b0fb948f54f46,20278,69,20347,0
labeling,2025-02-28T11:29:45.643350,7792e23f8a40fb9461dbc26f417b0fb948f54f46,20307,48,20355,0
labeling,2025-02-28T11:29:47.173734,7792e23f8a40fb9461dbc26f417b0fb948f54f46,20256,26,20282,0
labeling,2025-02-28T11:29:49.093692,7792e23f8a40fb9461dbc26f417b0fb948f54f46,20040,28,20068,0
labeling,2025-02-28T11:29:50.706776,7792e23f8a40fb9461dbc26f417b0fb948f54f46,4849,59,4908,0
labeling,2025-02-28T11:30:35.025078,78c71282723c2d66216cbba13183d19349d302b8,20016,256,20272,0
labeling,2025-02-28T11:30:37.868361,78c71282723c2d66216cbba13183d19349d302b8,20421,121,20542,0
labeling,2025-02-28T11:30:46.119590,78c71282723c2d66216cbba13183d19349d302b8,20325,503,20828,0
labeling,2025-02-28T11:30:51.353986,78c71282723c2d66216cbba13183d19349d302b8,20491,306,20797,0
labeling,2025-02-28T11:30:54.090415,78c71282723c2d66216cbba13183d19349d302b8,20021,143,20164,0
labeling,2025-02-28T11:30:55.520416,78c71282723c2d66216cbba13183d19349d302b8,11629,29,11658,0
labeling,2025-02-28T11:31:23.431933,79ffb9b8682aa565172233c070a47d944464644c,20218,324,20542,0
labeling,2025-02-28T11:31:26.565621,79ffb9b8682aa565172233c070a47d944464644c,19822,140,19962,0
labeling,2025-02-28T11:31:30.227338,79ffb9b8682aa565172233c070a47d944464644c,20035,187,20222,0
labeling,2025-02-28T11:31:32.735620,79ffb9b8682aa565172233c070a47d944464644c,20006,142,20148,0
labeling,2025-02-28T11:31:34.752766,79ffb9b8682aa565172233c070a47d944464644c,20062,92,20154,0
labeling,2025-02-28T11:31:38.231424,79ffb9b8682aa565172233c070a47d944464644c,20055,239,20294,0
labeling,2025-02-28T11:31:41.181168,79ffb9b8682aa565172233c070a47d944464644c,20452,180,20632,0
labeling,2025-02-28T11:31:42.505360,79ffb9b8682aa565172233c070a47d944464644c,10157,37,10194,0
labeling,2025-02-28T11:32:02.112049,7be0f16625505fb48ad135c1a3fccd75ce06671c,19535,510,20045,0
labeling,2025-02-28T11:32:14.594257,7be0f16625505fb48ad135c1a3fccd75ce06671c,20151,350,20501,0
labeling,2025-02-28T11:33:13.178057,7be0f16625505fb48ad135c1a3fccd75ce06671c,20355,369,20724,0
labeling,2025-02-28T11:33:16.367168,7be0f16625505fb48ad135c1a3fccd75ce06671c,7897,137,8034,0
labeling,2025-02-28T11:34:18.587577,8467b7fce0d860b56e30c79d253d0bb5e9a32e95,20414,397,20811,0
labeling,2025-02-28T11:34:21.370870,8467b7fce0d860b56e30c79d253d0bb5e9a32e95,19746,165,19911,0
labeling,2025-02-28T11:34:30.366696,8467b7fce0d860b56e30c79d253d0bb5e9a32e95,19355,399,19754,0
labeling,2025-02-28T11:34:34.238350,8467b7fce0d860b56e30c79d253d0bb5e9a32e95,19830,238,20068,0
labeling,2025-02-28T11:34:38.446215,8467b7fce0d860b56e30c79d253d0bb5e9a32e95,18584,210,18794,0
labeling,2025-02-28T11:34:41.022532,8467b7fce0d860b56e30c79d253d0bb5e9a32e95,19428,130,19558,0
labeling,2025-02-28T11:34:43.804201,8467b7fce0d860b56e30c79d253d0bb5e9a32e95,19569,142,19711,0
labeling,2025-02-28T11:34:50.021845,8467b7fce0d860b56e30c79d253d0bb5e9a32e95,20360,412,20772,0
labeling,2025-02-28T11:34:56.060461,8467b7fce0d860b56e30c79d253d0bb5e9a32e95,4019,479,4498,0
labeling,2025-02-28T11:35:35.385590,8f5e29eea4f4a3e944707c71148439ca1fd4b2d8,20103,294,20397,0
labeling,2025-02-28T11:35:40.036543,8f5e29eea4f4a3e944707c71148439ca1fd4b2d8,20164,309,20473,0
labeling,2025-02-28T11:35:44.412656,8f5e29eea4f4a3e944707c71148439ca1fd4b2d8,20437,236,20673,0
labeling,2025-02-28T11:35:50.194654,8f5e29eea4f4a3e944707c71148439ca1fd4b2d8,14204,101,14305,0
labeling,2025-02-28T11:36:12.187982,91ba1d46cdde9c1c0cf34f6bcc107741244f8f3d,19948,248,20196,0
labeling,2025-02-28T11:36:15.731791,91ba1d46cdde9c1c0cf34f6bcc107741244f8f3d,19958,180,20138,0
labeling,2025-02-28T11:36:23.888466,91ba1d46cdde9c1c0cf34f6bcc107741244f8f3d,20180,535,20715,0
labeling,2025-02-28T11:36:27.055221,91ba1d46cdde9c1c0cf34f6bcc107741244f8f3d,20542,152,20694,0
labeling,2025-02-28T11:36:29.726452,91ba1d46cdde9c1c0cf34f6bcc107741244f8f3d,19416,125,19541,0
labeling,2025-02-28T11:36:51.369002,91caa5884d3fbc344a05ac2f1d113a5d8725e4cb,20085,409,20494,0
labeling,2025-02-28T11:36:56.456340,91caa5884d3fbc344a05ac2f1d113a5d8725e4cb,20271,266,20537,0
labeling,2025-02-28T11:36:58.901283,91caa5884d3fbc344a05ac2f1d113a5d8725e4cb,20118,115,20233,0
labeling,2025-02-28T11:37:02.346468,91caa5884d3fbc344a05ac2f1d113a5d8725e4cb,3089,232,3321,0
labeling,2025-02-28T11:37:21.601528,92d9de8e4db96e0b95a484afcd1c54c6beb62c03,20557,361,20918,0
labeling,2025-02-28T11:37:34.315831,92d9de8e4db96e0b95a484afcd1c54c6beb62c03,20170,133,20303,0
labeling,2025-02-28T11:37:39.917691,92d9de8e4db96e0b95a484afcd1c54c6beb62c03,14282,259,14541,0
labeling,2025-02-28T11:41:35.730088,957f31e694198a1695d14aa512a972ab6f3c55b5,20450,356,20806,0
labeling,2025-02-28T11:41:42.447606,957f31e694198a1695d14aa512a972ab6f3c55b5,20127,391,20518,0
labeling,2025-02-28T11:41:47.645007,957f31e694198a1695d14aa512a972ab6f3c55b5,19688,301,19989,0
labeling,2025-02-28T11:41:50.968850,957f31e694198a1695d14aa512a972ab6f3c55b5,19693,105,19798,0
labeling,2025-02-28T11:42:02.533904,957f31e694198a1695d14aa512a972ab6f3c55b5,19852,519,20371,0
labeling,2025-02-28T11:42:05.600549,957f31e694198a1695d14aa512a972ab6f3c55b5,19861,154,20015,0
labeling,2025-02-28T11:42:08.459682,957f31e694198a1695d14aa512a972ab6f3c55b5,19617,108,19725,0
labeling,2025-02-28T11:42:10.440429,957f31e694198a1695d14aa512a972ab6f3c55b5,5643,90,5733,0
labeling,2025-02-28T11:43:00.369298,980742aa08ea64d552c153bcefbd7e8243fb9efd,19407,384,19791,0
labeling,2025-02-28T11:43:02.934491,980742aa08ea64d552c153bcefbd7e8243fb9efd,20184,115,20299,0
labeling,2025-02-28T11:43:04.569465,980742aa08ea64d552c153bcefbd7e8243fb9efd,19548,66,19614,0
labeling,2025-02-28T11:43:12.085211,980742aa08ea64d552c153bcefbd7e8243fb9efd,20385,478,20863,0
labeling,2025-02-28T11:43:16.128737,980742aa08ea64d552c153bcefbd7e8243fb9efd,20078,245,20323,0
labeling,2025-02-28T11:43:27.103256,980742aa08ea64d552c153bcefbd7e8243fb9efd,20389,265,20654,0
labeling,2025-02-28T11:43:31.695772,980742aa08ea64d552c153bcefbd7e8243fb9efd,20142,169,20311,0
labeling,2025-02-28T11:43:32.523615,980742aa08ea64d552c153bcefbd7e8243fb9efd,2800,31,2831,0
labeling,2025-02-28T11:44:08.927960,99cd0edaf5bfb233e5f46ee55af837de0b725274,20152,80,20232,0
labeling,2025-02-28T11:44:14.615382,99cd0edaf5bfb233e5f46ee55af837de0b725274,20310,45,20355,0
labeling,2025-02-28T11:44:16.852458,99cd0edaf5bfb233e5f46ee55af837de0b725274,20067,50,20117,0
labeling,2025-02-28T11:44:20.126550,99cd0edaf5bfb233e5f46ee55af837de0b725274,11065,174,11239,0
labeling,2025-02-28T11:44:45.586765,9af0a7f8db3954c3e74851c8c1807a09ece8ef00,20073,126,20199,0
labeling,2025-02-28T11:44:48.958365,9af0a7f8db3954c3e74851c8c1807a09ece8ef00,19524,225,19749,0
labeling,2025-02-28T11:44:53.923052,9af0a7f8db3954c3e74851c8c1807a09ece8ef00,20296,261,20557,0
labeling,2025-02-28T11:45:04.700397,9af0a7f8db3954c3e74851c8c1807a09ece8ef00,20156,552,20708,0
labeling,2025-02-28T11:45:08.037681,9af0a7f8db3954c3e74851c8c1807a09ece8ef00,20533,123,20656,0
labeling,2025-02-28T11:45:15.970102,9af0a7f8db3954c3e74851c8c1807a09ece8ef00,20546,127,20673,0
labeling,2025-02-28T11:45:22.547283,9af0a7f8db3954c3e74851c8c1807a09ece8ef00,12191,491,12682,0
labeling,2025-02-28T11:46:32.069291,9b7fdb871fc4d4a8babc25448257ae0b81a6442d,19734,164,19898,0
labeling,2025-02-28T11:46:34.286404,9b7fdb871fc4d4a8babc25448257ae0b81a6442d,20290,36,20326,0
labeling,2025-02-28T11:46:36.277973,9b7fdb871fc4d4a8babc25448257ae0b81a6442d,20369,89,20458,0
labeling,2025-02-28T11:46:40.061496,9b7fdb871fc4d4a8babc25448257ae0b81a6442d,19569,134,19703,0
labeling,2025-02-28T11:46:42.858229,9b7fdb871fc4d4a8babc25448257ae0b81a6442d,19856,131,19987,0
labeling,2025-02-28T11:46:47.889348,9b7fdb871fc4d4a8babc25448257ae0b81a6442d,20381,263,20644,0
labeling,2025-02-28T11:46:50.123858,9b7fdb871fc4d4a8babc25448257ae0b81a6442d,19907,77,19984,0
labeling,2025-02-28T11:46:52.039722,9b7fdb871fc4d4a8babc25448257ae0b81a6442d,20047,67,20114,0
labeling,2025-02-28T11:46:56.048643,9b7fdb871fc4d4a8babc25448257ae0b81a6442d,15806,228,16034,0
labeling,2025-02-28T11:47:54.325033,9e794a58e511f6a6a9a13b201d652deff9f9f69a,20163,461,20624,0
labeling,2025-02-28T11:47:58.757441,9e794a58e511f6a6a9a13b201d652deff9f9f69a,20496,208,20704,0
labeling,2025-02-28T11:48:00.409815,9e794a58e511f6a6a9a13b201d652deff9f9f69a,19685,38,19723,0
labeling,2025-02-28T11:48:05.257009,9e794a58e511f6a6a9a13b201d652deff9f9f69a,20126,185,20311,0
labeling,2025-02-28T11:48:11.785697,9e794a58e511f6a6a9a13b201d652deff9f9f69a,20081,329,20410,0
labeling,2025-02-28T11:48:16.191480,9e794a58e511f6a6a9a13b201d652deff9f9f69a,20535,276,20811,0
labeling,2025-02-28T11:48:25.303193,9e794a58e511f6a6a9a13b201d652deff9f9f69a,20210,607,20817,0
labeling,2025-02-28T11:48:32.100322,9e794a58e511f6a6a9a13b201d652deff9f9f69a,20470,434,20904,0
labeling,2025-02-28T11:48:34.445185,9e794a58e511f6a6a9a13b201d652deff9f9f69a,19921,92,20013,0
labeling,2025-02-28T11:48:39.179611,9e794a58e511f6a6a9a13b201d652deff9f9f69a,20310,279,20589,0
labeling,2025-02-28T11:48:45.157532,9e794a58e511f6a6a9a13b201d652deff9f9f69a,20144,403,20547,0
labeling,2025-02-28T11:48:47.766957,9e794a58e511f6a6a9a13b201d652deff9f9f69a,9137,115,9252,0
labeling,2025-02-28T11:49:04.649654,a533b44fe091a8aa62d1fa4f0a3262b311df8bd9,20471,279,20750,0
labeling,2025-02-28T11:49:07.749740,a533b44fe091a8aa62d1fa4f0a3262b311df8bd9,20343,107,20450,0
labeling,2025-02-28T11:49:10.378732,a533b44fe091a8aa62d1fa4f0a3262b311df8bd9,20213,130,20343,0
labeling,2025-02-28T11:49:13.374384,a533b44fe091a8aa62d1fa4f0a3262b311df8bd9,19281,177,19458,0
labeling,2025-02-28T11:49:14.643687,a533b44fe091a8aa62d1fa4f0a3262b311df8bd9,12246,28,12274,0
labeling,2025-02-28T11:49:38.461221,a69ebee82a9acd54117407ca3697db0d7bfbfdac,20337,404,20741,0
labeling,2025-02-28T11:49:41.105969,a69ebee82a9acd54117407ca3697db0d7bfbfdac,19693,129,19822,0
labeling,2025-02-28T11:49:45.575888,a69ebee82a9acd54117407ca3697db0d7bfbfdac,20139,303,20442,0
labeling,2025-02-28T11:49:50.091085,a69ebee82a9acd54117407ca3697db0d7bfbfdac,19988,244,20232,0
labeling,2025-02-28T11:49:52.936179,a69ebee82a9acd54117407ca3697db0d7bfbfdac,20388,150,20538,0
labeling,2025-02-28T11:49:59.530482,a69ebee82a9acd54117407ca3697db0d7bfbfdac,20543,411,20954,0
labeling,2025-02-28T11:50:02.723180,a69ebee82a9acd54117407ca3697db0d7bfbfdac,1621,148,1769,0
labeling,2025-02-28T11:50:14.547539,a85dba6c75031912d56a811637f803ba4ddeb257,20272,338,20610,0
labeling,2025-02-28T11:50:16.447644,a85dba6c75031912d56a811637f803ba4ddeb257,7645,123,7768,0
labeling,2025-02-28T11:50:55.449016,aa781901e117281bfee6f8e4bea6fc9c9bada62e,20440,425,20865,0
labeling,2025-02-28T11:51:00.738850,aa781901e117281bfee6f8e4bea6fc9c9bada62e,19005,239,19244,0
labeling,2025-02-28T11:51:02.720159,aa781901e117281bfee6f8e4bea6fc9c9bada62e,20427,62,20489,0
labeling,2025-02-28T11:51:04.874113,aa781901e117281bfee6f8e4bea6fc9c9bada62e,17895,87,17982,0
labeling,2025-02-28T11:51:39.448874,ad1613dac24a1349ec293100e3ea19fe913bb930,20420,400,20820,0
labeling,2025-02-28T11:51:44.748562,ad1613dac24a1349ec293100e3ea19fe913bb930,20463,332,20795,0
labeling,2025-02-28T11:51:50.881060,ad1613dac24a1349ec293100e3ea19fe913bb930,20252,196,20448,0
labeling,2025-02-28T11:51:53.860373,ad1613dac24a1349ec293100e3ea19fe913bb930,17506,139,17645,0
labeling,2025-02-28T11:51:55.953805,ad1613dac24a1349ec293100e3ea19fe913bb930,19526,32,19558,0
labeling,2025-02-28T11:52:10.684674,b33bd2220c0fc0939ef08b1bdd8d2ebea158aa59,19943,105,20048,0
labeling,2025-02-28T11:52:13.086248,b33bd2220c0fc0939ef08b1bdd8d2ebea158aa59,19861,97,19958,0
labeling,2025-02-28T11:52:14.103356,b33bd2220c0fc0939ef08b1bdd8d2ebea158aa59,5545,34,5579,0
labeling,2025-02-28T11:52:47.426761,b3c406f0cd22d58b25d0f52852e1c4a5d73daf35,20042,545,20587,0
labeling,2025-02-28T11:52:53.430109,b3c406f0cd22d58b25d0f52852e1c4a5d73daf35,20297,160,20457,0
labeling,2025-02-28T11:53:00.596381,b3c406f0cd22d58b25d0f52852e1c4a5d73daf35,20002,563,20565,0
labeling,2025-02-28T11:53:02.814917,b3c406f0cd22d58b25d0f52852e1c4a5d73daf35,20419,101,20520,0
labeling,2025-02-28T11:53:04.341750,b3c406f0cd22d58b25d0f52852e1c4a5d73daf35,11501,70,11571,0
labeling,2025-02-28T11:53:30.445523,b947c33b370d8a3251ef9c36ce7d71e8d16f4f8e,20026,308,20334,0
labeling,2025-02-28T11:53:40.340504,b947c33b370d8a3251ef9c36ce7d71e8d16f4f8e,20368,668,21036,0
labeling,2025-02-28T11:53:43.488677,b947c33b370d8a3251ef9c36ce7d71e8d16f4f8e,19750,153,19903,0
labeling,2025-02-28T11:53:45.707778,b947c33b370d8a3251ef9c36ce7d71e8d16f4f8e,14574,116,14690,0
labeling,2025-02-28T11:54:11.972178,c06d5ad4b6408fec26675d30b37a6042c007095a,19717,342,20059,0
labeling,2025-02-28T11:54:15.731863,c06d5ad4b6408fec26675d30b37a6042c007095a,20295,170,20465,0
labeling,2025-02-28T11:54:16.713510,c06d5ad4b6408fec26675d30b37a6042c007095a,3284,27,3311,0
labeling,2025-02-28T11:55:07.908018,c5fc5890205fe5326d690fc017f7153fb09924e4,19795,516,20311,0
labeling,2025-02-28T11:55:10.077781,c5fc5890205fe5326d690fc017f7153fb09924e4,20430,73,20503,0
labeling,2025-02-28T11:55:16.314061,c5fc5890205fe5326d690fc017f7153fb09924e4,19212,474,19686,0
labeling,2025-02-28T11:55:20.257484,c5fc5890205fe5326d690fc017f7153fb09924e4,20350,182,20532,0
labeling,2025-02-28T11:55:24.927087,c5fc5890205fe5326d690fc017f7153fb09924e4,19798,237,20035,0
labeling,2025-02-28T11:55:29.586720,c5fc5890205fe5326d690fc017f7153fb09924e4,20408,278,20686,0
labeling,2025-02-28T11:55:31.423363,c5fc5890205fe5326d690fc017f7153fb09924e4,20332,66,20398,0
labeling,2025-02-28T11:55:36.631053,c5fc5890205fe5326d690fc017f7153fb09924e4,20222,407,20629,0
labeling,2025-02-28T11:55:43.604804,c5fc5890205fe5326d690fc017f7153fb09924e4,20296,469,20765,0
labeling,2025-02-28T11:55:45.559106,c5fc5890205fe5326d690fc017f7153fb09924e4,13472,71,13543,0
labeling,2025-02-28T11:59:45.551610,c74139ce26a6f803725f5074a8a0f539abb99c09,20078,694,20772,0
labeling,2025-02-28T12:00:21.867894,c74139ce26a6f803725f5074a8a0f539abb99c09,20072,503,20575,0
labeling,2025-02-28T12:00:26.947206,c74139ce26a6f803725f5074a8a0f539abb99c09,20116,205,20321,0
labeling,2025-02-28T12:00:30.745705,c74139ce26a6f803725f5074a8a0f539abb99c09,20434,248,20682,0
labeling,2025-02-28T12:00:36.617646,c74139ce26a6f803725f5074a8a0f539abb99c09,20125,279,20404,0
labeling,2025-02-28T12:00:44.667474,c74139ce26a6f803725f5074a8a0f539abb99c09,20278,331,20609,0
labeling,2025-02-28T12:00:48.050291,c74139ce26a6f803725f5074a8a0f539abb99c09,19957,82,20039,0
labeling,2025-02-28T12:00:51.718396,c74139ce26a6f803725f5074a8a0f539abb99c09,19727,152,19879,0
labeling,2025-02-28T12:00:55.960866,c74139ce26a6f803725f5074a8a0f539abb99c09,20267,117,20384,0
labeling,2025-02-28T12:01:01.244409,c74139ce26a6f803725f5074a8a0f539abb99c09,19923,324,20247,0
labeling,2025-02-28T12:01:04.147692,c74139ce26a6f803725f5074a8a0f539abb99c09,20397,112,20509,0
labeling,2025-02-28T12:01:06.738493,c74139ce26a6f803725f5074a8a0f539abb99c09,20449,114,20563,0
labeling,2025-02-28T12:01:09.449148,c74139ce26a6f803725f5074a8a0f539abb99c09,20192,108,20300,0
labeling,2025-02-28T12:01:12.221425,c74139ce26a6f803725f5074a8a0f539abb99c09,20590,93,20683,0
labeling,2025-02-28T12:01:14.492412,c74139ce26a6f803725f5074a8a0f539abb99c09,20071,69,20140,0
labeling,2025-02-28T12:01:16.654054,c74139ce26a6f803725f5074a8a0f539abb99c09,19912,37,19949,0
labeling,2025-02-28T12:01:30.146884,c74139ce26a6f803725f5074a8a0f539abb99c09,20118,636,20754,0
labeling,2025-02-28T12:01:35.211102,c74139ce26a6f803725f5074a8a0f539abb99c09,20293,265,20558,0
labeling,2025-02-28T12:01:38.686057,c74139ce26a6f803725f5074a8a0f539abb99c09,20570,185,20755,0
labeling,2025-02-28T12:01:41.021093,c74139ce26a6f803725f5074a8a0f539abb99c09,20049,76,20125,0
labeling,2025-02-28T12:01:43.076459,c74139ce26a6f803725f5074a8a0f539abb99c09,20308,82,20390,0
labeling,2025-02-28T12:01:45.067325,c74139ce26a6f803725f5074a8a0f539abb99c09,20360,69,20429,0
labeling,2025-02-28T12:01:50.672162,c74139ce26a6f803725f5074a8a0f539abb99c09,20529,336,20865,0
labeling,2025-02-28T12:01:54.610183,c74139ce26a6f803725f5074a8a0f539abb99c09,19582,157,19739,0
